iqtree_extant_misspec_tree_sim3.log.ancStates	0	.997	0	.002	0
iqtree_extant_misspec_tree_sim4.log.ancStates	0	0	0	1.000	0
iqtree_extant_misspec_tree_sim13.log.ancStates	.835	.039	.039	.039	.045
iqtree_extant_misspec_tree_sim14.log.ancStates	0	0	0	0	1.000
iqtree_extant_misspec_tree_sim18.log.ancStates	.093	.178	.361	.079	.287
iqtree_extant_misspec_tree_sim19.log.ancStates	.013	.345	.039	.015	.585
iqtree_extant_misspec_tree_sim26.log.ancStates	0	.968	.029	.002	0
iqtree_extant_misspec_tree_sim28.log.ancStates	.351	.053	.494	.045	.055
iqtree_extant_misspec_tree_sim30.log.ancStates	.944	.007	.007	.005	.034
iqtree_extant_misspec_tree_sim33.log.ancStates	.901	.018	.007	.010	.061
iqtree_extant_misspec_tree_sim36.log.ancStates	0	1.000	0	0	0
iqtree_extant_misspec_tree_sim37.log.ancStates	.005	0	.002	.989	.002
iqtree_extant_misspec_tree_sim40.log.ancStates	0	0	0	0	1.000
iqtree_extant_misspec_tree_sim49.log.ancStates	0	1.000	0	0	0
iqtree_extant_misspec_tree_sim52.log.ancStates	0	.992	.002	.002	.002
iqtree_extant_misspec_tree_sim62.log.ancStates	.845	.143	.002	.002	.005
iqtree_extant_misspec_tree_sim63.log.ancStates	0	1.000	0	0	0
iqtree_extant_misspec_tree_sim66.log.ancStates	.962	.005	.010	.005	.015
iqtree_extant_misspec_tree_sim71.log.ancStates	0	0	0	0	1.000
iqtree_extant_misspec_tree_sim72.log.ancStates	.492	.101	.114	.159	.132
iqtree_extant_misspec_tree_sim86.log.ancStates	.148	.071	.058	.111	.609
iqtree_extant_misspec_tree_sim88.log.ancStates	.186	.311	.465	.018	.018
iqtree_extant_misspec_tree_sim92.log.ancStates	0	0	0	0	1.000
iqtree_extant_misspec_tree_sim96.log.ancStates	.069	.864	.007	.034	.023
iqtree_extant_misspec_tree_sim101.log.ancStates	.002	.978	.010	.002	.005
iqtree_extant_misspec_tree_sim108.log.ancStates	0	1.000	0	0	0
iqtree_extant_misspec_tree_sim114.log.ancStates	0	0	0	1.000	0
iqtree_extant_misspec_tree_sim115.log.ancStates	.952	0	0	.047	0
iqtree_extant_misspec_tree_sim117.log.ancStates	.021	.031	.114	.029	.803
iqtree_extant_misspec_tree_sim118.log.ancStates	.018	.042	.010	.914	.013
iqtree_extant_misspec_tree_sim122.log.ancStates	0	.986	.007	.002	.002
iqtree_extant_misspec_tree_sim132.log.ancStates	.007	.010	.010	.013	.957
iqtree_extant_misspec_tree_sim137.log.ancStates	.962	.007	.007	.013	.007
iqtree_extant_misspec_tree_sim139.log.ancStates	.002	0	.005	0	.992
iqtree_extant_misspec_tree_sim141.log.ancStates	.021	.007	.944	.015	.010
iqtree_extant_misspec_tree_sim143.log.ancStates	.018	.231	.744	0	.005
iqtree_extant_misspec_tree_sim146.log.ancStates	.994	.002	0	0	.002
iqtree_extant_misspec_tree_sim153.log.ancStates	.005	.954	.013	.015	.010
iqtree_extant_misspec_tree_sim158.log.ancStates	0	0	.997	0	.002
iqtree_extant_misspec_tree_sim159.log.ancStates	.037	.353	.031	.521	.055
iqtree_extant_misspec_tree_sim162.log.ancStates	.029	.848	.037	.055	.029
iqtree_extant_misspec_tree_sim174.log.ancStates	.007	.018	.045	.018	.909
iqtree_extant_misspec_tree_sim175.log.ancStates	.018	.851	.015	.103	.010
iqtree_extant_misspec_tree_sim177.log.ancStates	.055	.944	0	0	0
iqtree_extant_misspec_tree_sim178.log.ancStates	.007	.013	.005	.015	.957
iqtree_extant_misspec_tree_sim182.log.ancStates	0	0	1.000	0	0
iqtree_extant_misspec_tree_sim189.log.ancStates	.039	.005	.936	.010	.007
iqtree_extant_misspec_tree_sim190.log.ancStates	0	1.000	0	0	0
iqtree_extant_misspec_tree_sim194.log.ancStates	.101	.058	.090	.587	.162
iqtree_extant_misspec_tree_sim196.log.ancStates	0	.994	0	0	.005
iqtree_extant_misspec_tree_sim198.log.ancStates	1.000	0	0	0	0
iqtree_extant_misspec_tree_sim201.log.ancStates	0	1.000	0	0	0
iqtree_extant_misspec_tree_sim202.log.ancStates	0	0	0	1.000	0
iqtree_extant_misspec_tree_sim205.log.ancStates	.058	.029	.031	.023	.856
iqtree_extant_misspec_tree_sim208.log.ancStates	.002	.010	.005	.005	.976
iqtree_extant_misspec_tree_sim214.log.ancStates	.045	.018	.792	.023	.119
iqtree_extant_misspec_tree_sim226.log.ancStates	.954	0	0	.039	.005
iqtree_extant_misspec_tree_sim229.log.ancStates	0	0	1.000	0	0
iqtree_extant_misspec_tree_sim231.log.ancStates	0	0	1.000	0	0
iqtree_extant_misspec_tree_sim234.log.ancStates	.005	.986	.002	.002	.002
iqtree_extant_misspec_tree_sim236.log.ancStates	.029	.029	.029	.039	.872
iqtree_extant_misspec_tree_sim247.log.ancStates	.901	.026	.034	.018	.018
iqtree_extant_misspec_tree_sim252.log.ancStates	.997	.002	0	0	0
iqtree_extant_misspec_tree_sim253.log.ancStates	.042	.098	.811	.029	.018
iqtree_extant_misspec_tree_sim256.log.ancStates	0	0	1.000	0	0
iqtree_extant_misspec_tree_sim260.log.ancStates	.997	0	0	0	.002
iqtree_extant_misspec_tree_sim261.log.ancStates	0	0	0	0	1.000
iqtree_extant_misspec_tree_sim268.log.ancStates	0	.992	0	0	.007
iqtree_extant_misspec_tree_sim282.log.ancStates	.845	.007	.002	.005	.138
iqtree_extant_misspec_tree_sim285.log.ancStates	.922	.023	.013	.018	.021
iqtree_extant_misspec_tree_sim291.log.ancStates	0	.007	.002	.978	.010
iqtree_extant_misspec_tree_sim296.log.ancStates	.002	.952	.002	0	.042
iqtree_extant_misspec_tree_sim297.log.ancStates	.015	.672	.037	.026	.247
iqtree_extant_misspec_tree_sim303.log.ancStates	.135	.218	.212	.125	.308
iqtree_extant_misspec_tree_sim309.log.ancStates	0	1.000	0	0	0
iqtree_extant_misspec_tree_sim312.log.ancStates	.986	0	.005	0	.007
iqtree_extant_misspec_tree_sim314.log.ancStates	0	0	0	0	1.000
iqtree_extant_misspec_tree_sim317.log.ancStates	0	.005	.005	0	.989
iqtree_extant_misspec_tree_sim318.log.ancStates	.074	.039	.037	.265	.582
iqtree_extant_misspec_tree_sim323.log.ancStates	.005	.002	.989	.002	0
iqtree_extant_misspec_tree_sim325.log.ancStates	.010	.010	.037	.938	.002
iqtree_extant_misspec_tree_sim327.log.ancStates	0	0	0	1.000	0
iqtree_extant_misspec_tree_sim329.log.ancStates	.997	0	0	.002	0
iqtree_extant_misspec_tree_sim331.log.ancStates	1.000	0	0	0	0
iqtree_extant_misspec_tree_sim332.log.ancStates	0	0	0	0	1.000
iqtree_extant_misspec_tree_sim335.log.ancStates	.202	.739	.026	.015	.015
iqtree_extant_misspec_tree_sim336.log.ancStates	.300	.606	.039	.018	.034
iqtree_extant_misspec_tree_sim338.log.ancStates	.997	0	0	0	.002
iqtree_extant_misspec_tree_sim340.log.ancStates	.002	0	.992	.005	0
iqtree_extant_misspec_tree_sim352.log.ancStates	.002	.997	0	0	0
iqtree_extant_misspec_tree_sim355.log.ancStates	0	0	0	0	1.000
iqtree_extant_misspec_tree_sim360.log.ancStates	0	0	0	0	1.000
iqtree_extant_misspec_tree_sim362.log.ancStates	.026	.904	.021	.021	.026
iqtree_extant_misspec_tree_sim368.log.ancStates	.095	.010	.010	.856	.026
iqtree_extant_misspec_tree_sim372.log.ancStates	0	0	1.000	0	0
iqtree_extant_misspec_tree_sim373.log.ancStates	0	0	0	0	1.000
iqtree_extant_misspec_tree_sim374.log.ancStates	0	.997	0	.002	0
iqtree_extant_misspec_tree_sim375.log.ancStates	0	0	0	0	1.000
iqtree_extant_misspec_tree_sim377.log.ancStates	.125	.037	.010	.787	.039
iqtree_extant_misspec_tree_sim378.log.ancStates	.098	.058	.308	.098	.436
iqtree_extant_misspec_tree_sim380.log.ancStates	.005	.010	.007	.007	.968
