sim1	110.367
sim2	70.35
sim4	22.95
sim15	4.71667
sim17	1396.38
sim25	102.3
sim28	17.95
sim34	5.01667
sim36	41.45
sim37	5.36667
sim42	5.65
sim48	49.8833
sim51	114.15
sim52	3.81667
sim54	13.05
sim62	4.41667
sim67	13.9167
sim69	22.2167
sim72	1357.27
sim73	82.95
sim76	18.5833
sim83	93.6
sim84	29.3667
sim85	6.91667
sim94	1394.57
sim96	10.2167
sim99	5.15
sim101	22.95
sim102	4.58333
sim105	127.033
sim107	6.23333
sim108	5.98333
sim119	37.75
sim120	1311.95
sim124	22.25
sim125	16.4333
sim132	6.56667
sim139	4.45
sim141	83.7
sim143	3.63333
sim144	3.36667
sim149	16.85
sim152	88.15
sim153	54.15
sim156	8.15
sim157	5.88333
sim160	4.51667
sim163	15.2
sim175	1384.6
sim183	32.3333
sim192	4.78333
sim195	88.7167
sim199	2.81667
sim201	1327.85
sim202	104.883
sim203	6.38333
sim207	4.03333
sim210	15.2833
sim216	72.25
sim219	6.55
sim220	24.3833
sim224	73.7333
sim225	51.2333
sim226	1348.1
sim230	26.5167
sim231	23.9167
sim234	86.5667
sim235	13.15
sim239	47.1833
sim242	85.3667
sim247	89.8667
sim248	8.53333
sim249	1330.68
sim254	91.15
sim256	14.6833
sim259	3.55
sim262	20.3167
sim268	72.6
sim277	47.3333
sim278	43.6167
sim279	69.6
sim280	9.03333
sim282	6.66667
sim284	90.8
sim285	1416.98
sim291	98.3
sim298	83.7833
sim301	12.4167
sim306	2.85
sim312	7.03333
sim314	6.21667
sim317	6.1
sim325	111.583
sim326	53.3167
sim333	1339.67
sim334	36.05
sim336	53.8667
sim338	55.4667
sim339	3.86667
sim340	75
sim341	5.83333
sim343	4.81667
sim345	55.4667
sim350	75.4833
sim355	1337.12
sim361	9.91667
sim373	47.1333
sim375	39.7167
sim379	13.6333
sim403	7.33333
sim406	119.033
sim407	20.8667
sim411	35.2667
sim414	1345.85
sim415	74.4333
sim418	62.0833
sim419	3.75
sim422	59.15
sim424	3.33333
sim425	25.1167
sim434	49.95
sim437	37.4167
sim438	71.6833
sim441	1387.67
sim444	106.617
sim452	12.9167
sim455	5.05
sim459	17.65
sim461	7.03333
sim466	28.7833
sim470	103.05
sim475	3.96667
sim478	53.4833
sim483	18.45
sim487	7.36667
sim489	1417.32
sim491	19.6
sim497	48
